own_it,card_number,card_name,rarity,exclusive_pack,type,hp,stage,pack_points,retreat_cost__effect,how_to_get
,A1 001,Bulbasaur,◇,Genetic Apex (A1)Mewtwo,Grass,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Vine Whip"", ""img_alts"": [""Grass"", ""Colorless""], ""description"": ""40""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 050,Salazzle,◇,Genetic Apex (A1)Mewtwo,Fire,90,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Fire Claws"", ""img_alts"": [""Fire"", ""Colorless""], ""description"": ""60""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 051,Sizzlipede,◇,Genetic Apex (A1)Any,Fire,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Gnaw"", ""img_alts"": [""Colorless""], ""description"": ""10""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 052,Centiskorch,◇◇,Genetic Apex (A1)Any,Fire,130,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Fire Blast"", ""img_alts"": [""Fire"", ""Colorless 3""], ""description"": ""130 Discard a Fire Energy from this Pokemon.""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 053,Squirtle,◇,Genetic Apex (A1)Pikachu,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Water Gun"", ""img_alts"": [""Water""], ""description"": ""20""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 054,Wartortle,◇◇,Genetic Apex (A1)Pikachu,Water,80,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Wave  Splash"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""40""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 055,Blastoise,◇◇◇,Genetic Apex (A1)Pikachu,Water,150,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Hydro Pump"", ""img_alts"": [""Water 2"", ""Colorless""], ""description"": ""80+ If this Pokemon has at least 2 extra Water Energy attached, this attack does 60 more damage.""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 056,Blastoise ex,◇◇◇◇,Genetic Apex (A1)Pikachu,Water,180,Stage 2,500  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Surf"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""40""}, {""name"": ""Hydro Bazooka"", ""img_alts"": [""Water 2"", ""Colorless""], ""description"": ""100+ If this Pokemon has at least 2 extra Water Energy attached, this attack does 60 more damage.""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 057,Psyduck,◇,Genetic Apex (A1)Any,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Headache"", ""img_alts"": [""Colorless""], ""description"": ""10 Your opponent can’t play Supporter cards from their hand during their next turn.""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 058,Golduck,◇◇,Genetic Apex (A1)Any,Water,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Aqua Edge"", ""img_alts"": [""Water 2""], ""description"": ""70""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 059,Poliwag,◇,Genetic Apex (A1)Charizard,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Razor Fin"", ""img_alts"": [""Colorless""], ""description"": ""10""}]}",Open Genetic Apex (A1) Charizard packs
,A1 060,Poliwhirl,◇◇,Genetic Apex (A1)Charizard,Water,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Knuckle Punch"", ""img_alts"": [""Colorless 2""], ""description"": ""40""}]}",Open Genetic Apex (A1) Charizard packs
,A1 061,Poliwrath,◇◇◇,Genetic Apex (A1)Charizard,Water,150,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Counterattack"", ""ability_text"": ""Counterattack If this Pokemon is in the Active Spot and is damaged by an attack from your opponent's Pokemon, do 20 damage to the Attacking Pokemon."", ""attacks"": [{""name"": ""Mega Punch"", ""img_alts"": [""Water"", ""Colorless 2""], ""description"": ""80""}]}",Open Genetic Apex (A1) Charizard packs
,A1 062,Tentacool,◇,Genetic Apex (A1)Mewtwo,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Gentle Slap"", ""img_alts"": [""Water""], ""description"": ""20""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 063,Tentacruel,◇◇,Genetic Apex (A1)Mewtwo,Water,110,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Poison Tentacles"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""50 Your opponent's Active Pokemon is now Poisoned.""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 064,Seel,◇,Genetic Apex (A1)Pikachu,Water,80,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Headbutt"", ""img_alts"": [""Colorless 2""], ""description"": ""30""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 065,Dewgong,◇◇,Genetic Apex (A1)Pikachu,Water,120,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Surf"", ""img_alts"": [""Water 3""], ""description"": ""90""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 066,Shellder,◇,Genetic Apex (A1)Mewtwo,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tongue Slap"", ""img_alts"": [""Water""], ""description"": ""20""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 067,Cloyster,◇◇,Genetic Apex (A1)Mewtwo,Water,120,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Shell Armor"", ""ability_text"": ""Shell Armor This Pokemon takes -10 damage from attacks."", ""attacks"": [{""name"": ""Surf"", ""img_alts"": [""Water 2"", ""Colorless""], ""description"": ""70""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 068,Krabby,◇,Genetic Apex (A1)Mewtwo,Water,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Vise Grip"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""40""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 069,Kingler,◇◇,Genetic Apex (A1)Mewtwo,Water,120,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""KO Crab"", ""img_alts"": [""Water 2"", ""Colorless""], ""description"": ""80+ Flip 2 coins. If both of them are heads, this attack does 80 more damage.""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 070,Horsea,◇,Genetic Apex (A1)Pikachu,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Water Gun"", ""img_alts"": [""Water""], ""description"": ""20""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 071,Seadra,◇◇,Genetic Apex (A1)Pikachu,Water,70,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Water Arrow"", ""img_alts"": [""Water 3""], ""description"": ""This attack does 50 damage to 1 of your opponent's Pokemon.""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 072,Goldeen,◇,Genetic Apex (A1)Pikachu,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Flop"", ""img_alts"": [""Colorless""], ""description"": ""10""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 073,Seaking,◇,Genetic Apex (A1)Pikachu,Water,100,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Horn Hazard"", ""img_alts"": [""Water""], ""description"": ""80 Flip a coin. If tails, this attack does nothing.""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 074,Staryu,◇,Genetic Apex (A1)Charizard,Water,50,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Smack"", ""img_alts"": [""Water""], ""description"": ""20""}]}",Open Genetic Apex (A1) Charizard packs
,A1 075,Starmie,◇◇,Genetic Apex (A1)Charizard,Water,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Wave Splash"", ""img_alts"": [""Water""], ""description"": ""40""}]}",Open Genetic Apex (A1) Charizard packs
,A1 076,Starmie ex,◇◇◇◇,Genetic Apex (A1)Charizard,Water,130,Stage 1,500  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Hydro Splash"", ""img_alts"": [""Water 2""], ""description"": ""90""}]}",Open Genetic Apex (A1) Charizard packs
,A1 077,Magikarp,◇,Genetic Apex (A1)Pikachu,Water,30,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Splash"", ""img_alts"": [""Colorless""], ""description"": ""10""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 078,Gyarados,◇◇◇,Genetic Apex (A1)Pikachu,Water,150,Stage 1,150  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Hyper Beam"", ""img_alts"": [""Water 4""], ""description"": ""100 Discard a random Energy from your opponent's Active Pokemon.""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 079,Lapras,◇◇◇,Genetic Apex (A1)Charizard,Water,100,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Hydro Pump"", ""img_alts"": [""Water""], ""description"": ""20+ If this Pokemon has at least 3 extra Water Energy attached, this attack does 60 more damage.""}]}",Open Genetic Apex (A1) Charizard packs
,A1 080,Vaporeon,◇◇◇,Genetic Apex (A1)Mewtwo,Water,130,Stage 1,150  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Bubble Drain"", ""img_alts"": [""Water"", ""Colorless 2""], ""description"": ""60 Heal 30 damage from this Pokemon.""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 081,Omanyte,◇◇,Genetic Apex (A1)Pikachu,Water,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Water Gun"", ""img_alts"": [""Water""], ""description"": ""40""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 082,Omastar,◇◇◇,Genetic Apex (A1)Pikachu,Water,140,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Ancient Whirlpool"", ""img_alts"": [""Water"", ""Colorless 2""], ""description"": ""70 During your opponent's next turn, the Defending Pokemon can't attack.""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 083,Articuno,◇◇◇,Genetic Apex (A1)Mewtwo,Water,100,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Ice Beam"", ""img_alts"": [""Water 2"", ""Colorless""], ""description"": ""60 Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 084,Articuno ex,◇◇◇◇,Genetic Apex (A1)Mewtwo,Water,140,Basic,500  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Ice Wing"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""40""}, {""name"": ""Blizzard"", ""img_alts"": [""Water 3""], ""description"": ""80 This attack also does 10 damage to each of your opponent’s Benched Pokemon.""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 085,Ducklett,◇,Genetic Apex (A1)Charizard,Water,50,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Flap"", ""img_alts"": [""Colorless 2""], ""description"": ""30""}]}",Open Genetic Apex (A1) Charizard packs
,A1 086,Swanna,◇◇,Genetic Apex (A1)Charizard,Water,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Wing Attack"", ""img_alts"": [""Colorless 3""], ""description"": ""70""}]}",Open Genetic Apex (A1) Charizard packs
,A1 087,Froakie,◇,Genetic Apex (A1)Charizard,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Flop"", ""img_alts"": [""Colorless""], ""description"": ""10""}]}",Open Genetic Apex (A1) Charizard packs
,A1 088,Frogadier,◇◇,Genetic Apex (A1)Charizard,Water,80,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Water Drop"", ""img_alts"": [""Colorless""], ""description"": ""30""}]}",Open Genetic Apex (A1) Charizard packs
,A1 089,Greninja,◇◇◇,Genetic Apex (A1)Charizard,Water,120,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Water Shuriken"", ""ability_text"": ""Water Shuriken Once during your turn, you may do 20 damage to 1 of your opponent’s Pokemon."", ""attacks"": [{""name"": ""Mist Slash"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""60""}]}",Open Genetic Apex (A1) Charizard packs
,A1 090,Pyukumuku,◇,Genetic Apex (A1)Charizard,Water,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Rain Splash"", ""img_alts"": [""Water""], ""description"": ""30""}]}",Open Genetic Apex (A1) Charizard packs
,A1 091,Bruxish,◇◇,Genetic Apex (A1)Any,Water,90,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Second Strike"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""10+ If your opponent's Active Pokemon has damage on it, this attack does 60 more damage""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 092,Snom,◇,Genetic Apex (A1)Any,Water,50,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Ram"", ""img_alts"": [""Colorless""], ""description"": ""10""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 093,Frosmoth,◇◇,Genetic Apex (A1)Any,Water,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Powder Snow"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""40 Your opponent's Active Pokemon is now Asleep.""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 094,Pikachu,◇,Genetic Apex (A1)Pikachu,Lightning,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Gnaw"", ""img_alts"": [""Lightning""], ""description"": ""20""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 095,Raichu,◇◇◇,Genetic Apex (A1)Pikachu,Lightning,100,Stage 1,150  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Thunderbolt"", ""img_alts"": [""Lightning 3""], ""description"": ""140 Discard all Energy from this Pokemon.""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 096,Pikachu ex,◇◇◇◇,Genetic Apex (A1)Pikachu,Lightning,120,Basic,500  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Circle Circuit"", ""img_alts"": [""Lightning 2""], ""description"": ""30x This attack does 30 damage for each of your Benched Lightning Pokemon.""}]}",Open Genetic Apex (A1) Pikachu packs
